session_id,customer_id,session_start,session_end,pages_viewed,device
S71076,C1192,13/10/2024 05:49,2024-10-13 05:50:00,,android
S71077,C1185,20/04/2024 13:43,2024-04-20 16:52:00,1.0,mobile
S71078,C1614,10/11/2023 08:34,2023-11-10 09:30:00,3.0,android app
S71079,C1572,2023-06-26 20:57:00,2023-06-26 22:05:00,4.0,web
S71080,C1479,27/02/2025 19:52,2025-02-27 21:15:00,3.0,android
S71081,C1242,20/10/2023 06:44,2023-10-20 10:18:00,2.0,web
S71082,C1297,2024-01-05 01:03:00,2024-01-05 04:29:00,5.0,android app
S71083,C1721,2024-05-08 19:53:00,2024-05-08 20:11:00,,android
S71084,C1030,12/02/2024 03:27,2024-02-12 05:17:00,,web
S71085,C1095,30/12/2023 07:30,2023-12-30 09:25:00,10.0,ios
S71086,C1086,2024-05-22 14:43:00,2024-05-22 17:13:00,2.0,web
S71087,C1260,22/06/2024 08:08,2024-06-22 11:26:00,,ios
S71088,C1634,2023-10-12 15:06:00,2023-10-12 16:17:00,3.0,mobile
S71089,C1616,06/03/2024 09:36,2024-03-06 10:20:00,4.0,android app
S71090,C1500,2023-03-08 18:07:00,2023-03-08 19:24:00,1.0,mobile
S71091,C1737,03/02/2024 06:43,2024-02-03 07:40:00,2.0,desktop
S71092,C1311,2024-03-14 18:21:00,2024-03-14 21:27:00,10.0,mobile
S71093,C1466,2023-01-23 21:30:00,2023-01-23 21:47:00,1.0,web
S71094,C1336,27/06/2023 10:38,2023-06-27 14:35:00,3.0,desktop
S71095,C1278,30/06/2023 11:02,2023-06-30 12:20:00,,android
S71096,C1744,12/04/2023 12:38,2023-04-12 15:01:00,5.0,desktop
S71097,C1501,2023-03-17 11:27:00,2023-03-17 14:59:00,5.0,ios
S71098,C1206,19/09/2024 15:33,2024-09-19 16:27:00,1.0,desktop
S71099,C1688,2023-03-05 15:39:00,2023-03-05 15:34:00,3.0,ios
S71100,C1669,05/06/2024 04:13,2024-06-05 07:13:00,2.0,android app
S71101,C1460,24/02/2023 15:42,2023-02-24 16:24:00,1.0,web
S71102,C1474,2023-02-17 00:33:00,2023-02-17 03:53:00,2.0,android app
S71103,C1037,06/03/2023 06:13,2023-03-06 07:47:00,,mobile
S71104,C1282,11/02/2025 23:19,2025-02-12 02:57:00,4.0,android
S71105,C1779,2025-01-24 18:01:00,2025-01-24 20:51:00,,mobile
S71106,C1602,2023-05-25 06:49:00,2023-05-25 08:34:00,2.0,ios
S71107,C1630,2024-05-06 09:14:00,2024-05-06 12:42:00,3.0,desktop
S71108,C1040,2023-07-02 13:36:00,2023-07-02 14:50:00,5.0,android
S71109,C1589,2025-01-03 05:48:00,2025-01-03 05:50:00,10.0,ios
S71110,C1427,2025-03-09 08:39:00,2025-03-09 09:23:00,,mobile
S71111,C1469,16/10/2023 03:35,2023-10-16 07:10:00,4.0,mobile
S71112,C1546,04/01/2023 02:44,2023-01-04 05:21:00,1.0,ios
S71113,C1069,24/01/2024 21:36,2024-01-25 00:51:00,1.0,android app
S71114,C1617,2024-10-16 11:58:00,2024-10-16 14:21:00,3.0,mobile
S71115,C1317,17/09/2024 19:07,2024-09-17 22:43:00,2.0,web
S71116,C1373,2023-05-01 20:44:00,2023-05-02 00:11:00,2.0,android app
S71117,C1398,2023-06-28 18:54:00,2023-06-28 22:53:00,2.0,desktop
S71118,C1344,04/11/2023 13:57,2023-11-04 16:33:00,3.0,web
S71119,C1588,2023-09-27 01:15:00,2023-09-27 03:59:00,4.0,android
S71120,C1490,2023-03-11 03:34:00,2023-03-11 03:44:00,5.0,android
S71121,C1461,2023-06-09 17:29:00,2023-06-09 19:32:00,4.0,mobile
S71122,C1238,05/09/2024 03:16,2024-09-05 03:35:00,2.0,web
S71123,C1624,2024-03-21 11:37:00,2024-03-21 12:10:00,10.0,android
S71124,C1394,24/12/2023 03:05,2023-12-24 03:49:00,5.0,android
S71125,C1096,2024-10-31 04:01:00,2024-10-31 07:50:00,1.0,web
S71126,C1798,13/07/2023 07:36,2023-07-13 07:31:00,,desktop
S71127,C1032,2025-02-06 01:23:00,2025-02-06 04:11:00,3.0,android
S71128,C1679,09/09/2024 12:27,2024-09-09 13:38:00,4.0,ios
S71129,C1205,2024-11-27 13:41:00,2024-11-27 15:59:00,,web
S71130,C1791,2024-08-16 08:09:00,2024-08-16 09:43:00,5.0,web
S71131,C1703,11/08/2023 18:59,2023-08-11 19:03:00,3.0,desktop
S71132,C1256,25/10/2023 06:35,2023-10-25 06:37:00,1.0,android app
S71133,C1021,2024-11-22 06:46:00,2024-11-22 09:39:00,3.0,ios
S71134,C1351,2024-05-08 11:56:00,2024-05-08 12:11:00,,desktop
S71135,C1481,2024-11-23 23:56:00,2024-11-24 00:21:00,,android app
S71136,C1210,21/10/2023 05:33,2023-10-21 06:29:00,4.0,web
S71137,C1411,2024-05-27 09:24:00,2024-05-27 11:25:00,3.0,mobile
S71138,C1554,2023-09-06 15:46:00,2023-09-06 18:49:00,1.0,web
S71139,C1746,05/05/2024 07:19,2024-05-05 08:42:00,3.0,android
S71140,C1594,2024-10-04 17:40:00,2024-10-04 20:16:00,10.0,desktop
S71141,C1098,2025-03-07 10:03:00,2025-03-07 10:31:00,5.0,web
S71142,C1052,22/01/2025 07:00,2025-01-22 08:56:00,5.0,desktop
S71143,C1531,18/01/2025 05:55,2025-01-18 08:22:00,4.0,android
S71144,C1763,2024-04-04 15:50:00,2024-04-04 15:57:00,5.0,web
S71145,C1020,20/05/2023 21:50,2023-05-20 22:59:00,1.0,ios
S71146,C1300,2023-03-23 14:36:00,2023-03-23 15:52:00,10.0,android
S71147,C1112,29/07/2023 02:25,2023-07-29 06:12:00,,android app
S71148,C1722,2023-06-12 11:02:00,2023-06-12 12:14:00,5.0,desktop
S71149,C1690,04/12/2023 11:12,2023-12-04 12:48:00,1.0,android
S71150,C1508,11/06/2023 13:28,2023-06-11 17:10:00,1.0,ios
S71151,C1321,24/09/2024 19:09,2024-09-24 19:07:00,1.0,web
S71152,C1439,12/10/2023 20:40,2023-10-13 00:05:00,10.0,mobile
S71153,C1639,2023-11-09 21:49:00,2023-11-09 23:30:00,1.0,android
S71154,C1654,20/12/2024 16:15,2024-12-20 17:03:00,5.0,android app
S71155,C1284,2024-12-08 14:09:00,2024-12-08 17:40:00,2.0,desktop
S71156,C1219,09/02/2024 17:45,2024-02-09 20:15:00,4.0,mobile
S71157,C1032,2024-04-17 22:31:00,2024-04-17 22:26:00,,android
S71158,C1485,26/08/2024 07:46,2024-08-26 11:43:00,1.0,android app
S71159,C1730,2024-06-06 21:33:00,2024-06-06 22:19:00,,desktop
S71160,C1165,2024-08-06 08:55:00,2024-08-06 12:12:00,1.0,android app
S71161,C1106,2024-08-31 02:51:00,2024-08-31 06:09:00,,android app
S71162,C1701,25/06/2023 16:27,2023-06-25 19:32:00,2.0,android app
S71163,C1514,2024-03-29 05:32:00,2024-03-29 07:50:00,5.0,desktop
S71164,C1676,2024-05-14 15:16:00,2024-05-14 17:56:00,10.0,android
S71165,C1518,2024-05-24 17:24:00,,,android app
S71166,C1467,2024-09-23 02:03:00,2024-09-23 04:04:00,1.0,android app
S71167,C1677,2023-10-29 00:28:00,2023-10-29 02:44:00,10.0,android app
S71168,C1464,2024-01-24 22:55:00,2024-01-24 23:14:00,10.0,ios
S71169,C1069,2023-06-19 19:24:00,2023-06-19 20:12:00,2.0,desktop
S71170,C1693,27/09/2024 12:20,2024-09-27 15:50:00,3.0,desktop
S71171,C1736,07/07/2023 23:18,2023-07-08 02:26:00,,desktop
S71172,C1434,13/04/2023 23:20,2023-04-14 00:29:00,1.0,web
S71173,C1590,12/05/2024 07:04,2024-05-12 09:23:00,2.0,android app
S71174,C1602,12/11/2024 16:03,2024-11-12 16:23:00,10.0,web
S71175,C1103,25/05/2023 00:18,2023-05-25 02:57:00,,android
S71176,C1396,2023-01-21 08:04:00,2023-01-21 09:40:00,,ios
S71177,C1327,2024-12-22 00:29:00,2024-12-22 03:19:00,1.0,android
S71178,C1518,2023-04-15 18:04:00,2023-04-15 19:31:00,2.0,web
S71179,C1473,2023-05-18 19:49:00,2023-05-18 23:37:00,,android app
S71180,C1185,2023-10-14 07:50:00,2023-10-14 11:22:00,4.0,android
S71181,C1237,05/12/2024 07:29,2024-12-05 07:34:00,3.0,desktop
S71182,C1420,2023-02-27 05:27:00,2023-02-27 07:57:00,3.0,mobile
S71183,C1253,09/01/2024 14:33,2024-01-09 14:36:00,,android
S71184,C1315,2023-04-13 09:39:00,2023-04-13 11:49:00,5.0,mobile
S71185,C1781,10/02/2024 07:51,2024-02-10 11:39:00,,android
S71186,C1071,02/01/2024 10:01,2024-01-02 11:19:00,4.0,android
S71187,C1121,2023-03-22 18:13:00,2023-03-22 20:43:00,10.0,android
S71188,C1032,2024-01-14 06:57:00,,4.0,web
S71189,C1270,06/03/2023 21:05,2023-03-06 23:00:00,2.0,web
S71190,C1550,01/02/2023 03:46,2023-02-01 05:15:00,5.0,android
S71191,C1339,2023-11-28 16:19:00,2023-11-28 18:58:00,10.0,android app
S71192,C1450,2024-01-14 12:28:00,2024-01-14 13:15:00,10.0,web
S71193,C1569,19/08/2023 02:52,2023-08-19 05:00:00,4.0,android
S71194,C1731,13/08/2023 15:03,2023-08-13 15:46:00,3.0,web
S71195,C1429,2024-12-12 01:46:00,2024-12-12 03:10:00,10.0,desktop
S71196,C1460,2024-12-15 22:04:00,2024-12-15 23:09:00,1.0,android app
S71197,C1113,2024-11-11 22:29:00,2024-11-11 22:42:00,5.0,web
S71198,C1148,2023-10-09 18:12:00,2023-10-09 21:43:00,10.0,ios
S71199,C1394,05/04/2023 14:23,2023-04-05 18:02:00,1.0,web
S71200,C1335,2024-02-29 00:51:00,,3.0,android
S71201,C1488,2024-05-26 07:00:00,2024-05-26 08:12:00,10.0,desktop
S71202,C1710,2023-07-09 03:45:00,2023-07-09 07:17:00,,desktop
S71203,C1163,18/12/2024 14:13,2024-12-18 14:57:00,10.0,android app
S71204,C1562,09/04/2024 06:15,2024-04-09 06:36:00,1.0,desktop
S71205,C1068,01/09/2024 15:51,2024-09-01 18:39:00,3.0,mobile
S71206,C1566,2024-10-10 21:02:00,2024-10-11 00:43:00,2.0,desktop
S71207,C1147,27/03/2023 00:06,2023-03-27 00:38:00,3.0,android app
S71208,C1788,07/11/2024 09:36,2024-11-07 10:40:00,3.0,web
S71209,C1600,25/06/2023 13:10,2023-06-25 15:54:00,10.0,desktop
S71210,C1120,2023-03-20 17:39:00,2023-03-20 19:58:00,5.0,ios
S71211,C1170,2023-06-11 05:46:00,2023-06-11 09:34:00,,web
S71212,C1502,24/11/2024 08:00,2024-11-24 10:44:00,2.0,web
S71213,C1776,01/01/2023 13:04,2023-01-01 15:29:00,3.0,web
S71214,C1575,02/08/2023 16:24,2023-08-02 18:09:00,1.0,web
S71215,C1638,2023-12-09 08:54:00,2023-12-09 12:26:00,3.0,android
S71216,C1656,10/12/2024 18:27,2024-12-10 19:02:00,3.0,desktop
S71217,C1546,2024-02-17 01:10:00,,4.0,desktop
S71218,C1521,27/10/2024 10:54,2024-10-27 14:02:00,2.0,desktop
S71219,C1375,29/03/2023 08:15,2023-03-29 08:29:00,2.0,web
S71220,C1664,2023-12-16 17:46:00,2023-12-16 21:02:00,4.0,desktop
S71221,C1168,2023-02-12 08:53:00,2023-02-12 11:00:00,1.0,desktop
S71222,C1264,2024-04-27 02:04:00,2024-04-27 02:14:00,1.0,web
S71223,C1591,2024-07-24 22:54:00,2024-07-25 01:50:00,2.0,mobile
S71224,C1689,2023-02-01 01:19:00,2023-02-01 01:19:00,1.0,ios
S71225,C1596,14/12/2023 01:05,2023-12-14 04:31:00,4.0,android app
S71226,C1065,2023-11-20 23:15:00,2023-11-21 01:50:00,4.0,desktop
S71227,C1639,13/03/2023 22:07,2023-03-13 23:04:00,2.0,mobile
S71228,C1414,08/08/2024 10:39,2024-08-08 13:19:00,,mobile
S71229,C1026,2024-10-04 13:03:00,2024-10-04 14:16:00,1.0,android app
S71230,C1653,04/06/2023 15:25,2023-06-04 16:32:00,4.0,mobile
S71231,C1542,2024-09-06 06:51:00,2024-09-06 08:55:00,1.0,desktop
S71232,C1299,20/12/2024 08:50,2024-12-20 11:34:00,5.0,desktop
S71233,C1102,13/02/2025 15:31,2025-02-13 16:17:00,5.0,desktop
S71234,C1736,13/09/2024 13:26,2024-09-13 16:27:00,5.0,desktop
S71235,C1712,20/02/2023 10:16,,10.0,android
S71236,C1356,29/05/2024 10:24,2024-05-29 12:56:00,,desktop
S71237,C1693,03/06/2023 10:30,2023-06-03 11:06:00,5.0,desktop
S71238,C1573,2023-12-25 00:53:00,2023-12-25 03:07:00,2.0,ios
S71239,C1797,2023-10-07 05:11:00,2023-10-07 09:09:00,4.0,ios
S71240,C1342,14/11/2023 12:55,2023-11-14 12:56:00,10.0,android
S71241,C1376,2023-09-25 01:24:00,2023-09-25 03:18:00,3.0,web
S71242,C1197,2024-08-27 08:42:00,2024-08-27 12:10:00,3.0,android
S71243,C1476,03/02/2025 22:32,2025-02-04 02:32:00,3.0,desktop
S71244,C1730,2024-02-29 03:49:00,2024-02-29 07:26:00,5.0,android
S71245,C1232,16/01/2025 15:21,2025-01-16 18:27:00,1.0,android app
S71246,C1063,22/09/2023 03:47,2023-09-22 04:05:00,5.0,android app
S71247,C1723,2024-06-14 05:31:00,2024-06-14 08:29:00,,android app
S71248,C1284,06/03/2025 15:06,2025-03-06 16:49:00,3.0,mobile
S71249,C1219,29/04/2023 09:35,2023-04-29 10:05:00,2.0,web
S71250,C1466,2024-07-25 03:24:00,2024-07-25 03:51:00,5.0,android app
S71251,C1426,2023-02-26 11:35:00,2023-02-26 14:48:00,5.0,ios
S71252,C1208,2023-01-22 02:36:00,2023-01-22 05:22:00,2.0,android
S71253,C1126,2024-05-26 21:50:00,2024-05-27 00:34:00,2.0,web
S71254,C1542,05/12/2023 11:58,2023-12-05 14:31:00,1.0,desktop
S71255,C1328,16/05/2024 01:35,2024-05-16 02:14:00,4.0,android app
S71256,C1377,2023-06-24 12:31:00,2023-06-24 15:13:00,10.0,mobile
S71257,C1579,2025-01-25 17:24:00,2025-01-25 17:56:00,1.0,android app
S71258,C1413,30/11/2023 01:16,2023-11-30 04:46:00,4.0,android
S71259,C1505,05/10/2023 23:18,2023-10-06 00:15:00,1.0,android app
S71260,C1022,04/04/2023 09:57,2023-04-04 13:07:00,,ios
S71261,C1504,2023-10-13 23:08:00,2023-10-14 00:38:00,2.0,web
S71262,C1126,2024-10-01 08:49:00,2024-10-01 12:30:00,2.0,android app
S71263,C1445,29/05/2023 23:25,2023-05-30 00:16:00,1.0,web
S71264,C1769,20/05/2024 20:01,2024-05-20 20:49:00,1.0,android app
S71265,C1637,2024-06-26 17:03:00,2024-06-26 20:31:00,3.0,mobile
S71266,C1261,2024-12-17 11:54:00,2024-12-17 12:52:00,4.0,desktop
S71267,C1261,14/02/2023 02:21,2023-02-14 05:09:00,,desktop
S71268,C1560,2023-05-07 07:28:00,,,android app
S71269,C1727,2024-11-16 16:42:00,2024-11-16 20:29:00,5.0,mobile
S71270,C1097,01/03/2024 05:26,2024-03-01 09:09:00,4.0,ios
S71271,C1277,2024-06-06 08:56:00,,10.0,mobile
S71272,C1767,2024-09-24 14:02:00,2024-09-24 17:06:00,3.0,android
S71273,C1312,28/10/2023 04:16,2023-10-28 06:50:00,10.0,ios
S71274,C1002,2023-03-06 13:46:00,2023-03-06 16:49:00,5.0,ios
S71275,C1004,30/07/2024 21:32,2024-07-30 22:56:00,4.0,desktop
S71276,C1060,2023-04-30 09:09:00,2023-04-30 11:49:00,,android app
S71277,C1764,2023-01-06 14:24:00,2023-01-06 15:13:00,3.0,web
S71278,C1751,06/11/2024 17:05,2024-11-06 19:56:00,4.0,android app
S71279,C1278,2024-03-25 20:00:00,2024-03-25 21:32:00,4.0,mobile
S71280,C1037,15/02/2023 13:34,2023-02-15 16:29:00,4.0,mobile
S71281,,21/03/2023 08:14,2023-03-21 09:54:00,5.0,web
S71282,C1455,2024-03-12 11:36:00,2024-03-12 13:24:00,1.0,web
S71283,C1378,28/04/2024 04:42,2024-04-28 05:49:00,4.0,android app
S71284,C1420,20/08/2023 19:47,,,android app
S71285,C1046,2024-10-28 14:25:00,2024-10-28 14:52:00,1.0,web
S71286,C1152,25/02/2024 23:06,2024-02-26 02:47:00,,ios
S71287,C1244,2024-11-30 01:20:00,2024-11-30 01:17:00,10.0,android app
S71288,C1792,2023-09-15 03:55:00,2023-09-15 07:54:00,10.0,android app
S71289,C1125,2024-04-15 02:20:00,2024-04-15 05:20:00,2.0,mobile
S71290,C1052,08/02/2023 00:50,2023-02-08 04:37:00,2.0,mobile
S71291,C1744,21/05/2024 13:00,2024-05-21 13:16:00,,android app
S71292,C1432,24/03/2023 22:53,2023-03-24 23:16:00,4.0,web
S71293,C1319,13/04/2024 11:48,2024-04-13 13:26:00,10.0,android
S71294,C1794,2023-04-24 22:47:00,2023-04-25 00:42:00,3.0,desktop
S71295,C1041,03/07/2024 00:00,2024-07-03 03:39:00,4.0,android
S71296,C1455,04/04/2024 15:35,2024-04-04 17:34:00,1.0,web
S71297,C1787,14/09/2023 05:32,2023-09-14 07:41:00,,desktop
S71298,C1621,18/10/2023 11:23,2023-10-18 15:07:00,1.0,web
S71299,C1497,12/04/2024 13:06,2024-04-12 15:07:00,5.0,ios
S71300,C1162,26/06/2024 20:27,2024-06-26 22:51:00,1.0,mobile
S71301,C1598,09/05/2024 15:51,2024-05-09 17:08:00,10.0,android app
S71302,C1420,16/02/2023 13:27,2023-02-16 15:34:00,4.0,web
S71303,C1536,14/05/2024 04:44,2024-05-14 05:56:00,2.0,mobile
S71304,C1758,2023-04-05 19:46:00,2023-04-05 20:26:00,10.0,android app
S71305,C1165,13/06/2023 05:35,2023-06-13 07:40:00,5.0,desktop
S71306,C1180,16/02/2025 07:19,2025-02-16 10:16:00,4.0,desktop
S71307,C1750,2024-08-23 03:16:00,2024-08-23 04:03:00,4.0,web
S71308,C1575,2023-07-30 00:40:00,2023-07-30 02:33:00,10.0,android
S71309,C1515,2024-08-29 04:07:00,2024-08-29 07:43:00,1.0,android
S71310,C1677,2024-01-07 05:28:00,2024-01-07 06:54:00,10.0,desktop
S71311,C1338,2023-06-30 23:23:00,2023-06-30 23:34:00,1.0,ios
S71312,C1767,2024-09-29 15:34:00,2024-09-29 18:10:00,3.0,android app
S71313,C1312,2023-08-16 06:27:00,,2.0,desktop
S71314,C1157,19/04/2024 08:50,2024-04-19 09:51:00,,android
S71315,C1464,2024-12-05 01:57:00,2024-12-05 02:35:00,3.0,android app
S71316,C1211,2024-06-20 21:36:00,2024-06-20 23:24:00,5.0,mobile
S71317,C1760,15/04/2023 05:43,2023-04-15 07:27:00,1.0,android app
S71318,C1273,2025-02-27 01:22:00,2025-02-27 04:30:00,4.0,desktop
S71319,C1264,2024-08-30 18:51:00,2024-08-30 19:16:00,5.0,android
S71320,C1602,02/10/2023 09:44,2023-10-02 09:56:00,5.0,mobile
S71321,C1728,21/04/2024 20:56,2024-04-21 23:54:00,4.0,desktop
S71322,C1497,2025-03-02 12:37:00,2025-03-02 16:02:00,4.0,ios
S71323,C1589,22/01/2025 17:55,2025-01-22 19:36:00,4.0,android
S71324,C1758,2024-07-06 00:05:00,2024-07-06 01:35:00,10.0,mobile
S71325,C1613,30/06/2023 21:49,2023-06-30 22:44:00,10.0,mobile
S71326,C1152,19/06/2023 10:48,2023-06-19 13:26:00,1.0,desktop
S71327,C1383,2024-02-19 04:03:00,2024-02-19 07:23:00,5.0,web
S71328,C1117,28/06/2024 06:26,2024-06-28 08:27:00,3.0,android app
S71329,C1657,2023-04-09 23:00:00,2023-04-09 23:49:00,,android app
S71330,C1610,26/07/2024 17:02,2024-07-26 20:13:00,,desktop
S71331,C1491,02/06/2023 11:31,2023-06-02 14:15:00,4.0,android
S71332,C1706,04/11/2024 01:50,2024-11-04 05:11:00,1.0,desktop
S71333,C1199,13/03/2023 12:55,2023-03-13 16:10:00,10.0,web
S71334,C1420,2024-10-26 05:45:00,2024-10-26 07:33:00,10.0,web
S71335,C1417,18/02/2023 23:41,2023-02-19 02:17:00,10.0,android app
S71336,C1646,2024-02-12 22:15:00,2024-02-12 23:03:00,1.0,web
S71337,C1329,2024-04-13 01:14:00,2024-04-13 01:59:00,1.0,android app
S71338,C1282,16/01/2024 10:39,2024-01-16 12:34:00,2.0,android app
S71339,C1456,27/12/2023 19:06,2023-12-27 19:28:00,10.0,mobile
S71340,C1750,2023-11-22 03:25:00,2023-11-22 05:41:00,3.0,ios
S71341,C1375,24/03/2024 12:48,2024-03-24 13:15:00,3.0,web
S71342,C1520,2023-03-20 13:45:00,2023-03-20 15:07:00,,desktop
S71343,C1472,28/02/2024 04:36,2024-02-28 05:12:00,3.0,web
S71344,C1573,2024-02-20 11:34:00,2024-02-20 12:42:00,10.0,android
S71345,C1719,2024-02-11 23:12:00,2024-02-12 00:29:00,2.0,desktop
S71346,C1683,31/01/2024 01:08,2024-01-31 04:56:00,2.0,desktop
S71347,C1744,10/03/2025 11:15,2025-03-10 13:02:00,3.0,mobile
S71348,C1249,20/01/2024 16:31,2024-01-20 17:00:00,,mobile
S71349,C1682,2023-07-12 04:51:00,,2.0,web
S71350,C1495,04/03/2023 19:09,2023-03-04 19:04:00,4.0,android app
S71351,C1068,2023-07-02 10:55:00,2023-07-02 12:33:00,1.0,ios
S71352,C1061,2023-10-10 11:02:00,2023-10-10 12:24:00,2.0,desktop
S71353,C1717,16/07/2024 00:24,2024-07-16 03:51:00,10.0,web
S71354,C1330,21/09/2024 08:01,2024-09-21 10:07:00,4.0,ios
S71355,C1192,2024-09-19 14:35:00,,4.0,ios
S71356,C1601,19/04/2024 06:52,2024-04-19 08:39:00,2.0,android app
S71357,C1762,2024-10-27 17:31:00,,5.0,mobile
S71358,C1712,2023-04-10 17:58:00,2023-04-10 18:23:00,10.0,android
S71359,C1146,2023-07-24 20:56:00,2023-07-24 23:55:00,,android
S71360,C1363,22/10/2023 03:48,2023-10-22 04:28:00,1.0,android app
S71361,C1663,27/02/2023 01:40,2023-02-27 03:23:00,10.0,android app
S71362,C1731,2023-01-05 13:24:00,,5.0,ios
S71363,C1604,27/11/2023 17:18,2023-11-27 17:42:00,10.0,desktop
S71364,C1056,2024-06-11 09:15:00,2024-06-11 10:35:00,5.0,android
S71365,C1440,29/12/2024 18:14,2024-12-29 21:00:00,3.0,mobile
S71366,C1709,2023-01-28 00:17:00,2023-01-28 01:16:00,5.0,android app
S71367,C1507,2024-03-16 01:14:00,2024-03-16 05:00:00,10.0,web
S71368,C1470,2024-12-19 10:53:00,2024-12-19 14:11:00,10.0,mobile
S71369,C1123,2024-10-27 22:26:00,,5.0,ios
S71370,C1571,02/01/2023 22:34,2023-01-03 01:40:00,1.0,android app
S71371,C1331,15/09/2024 22:54,2024-09-16 02:11:00,4.0,mobile
S71372,C1199,2024-10-05 15:56:00,2024-10-05 16:38:00,1.0,android app
S71373,C1731,2023-02-09 12:17:00,2023-02-09 15:44:00,4.0,android app
S71374,C1410,2024-08-01 21:15:00,2024-08-01 22:46:00,4.0,android
S71375,C1002,2024-04-26 11:39:00,2024-04-26 15:21:00,5.0,ios
S71376,C1786,2023-01-06 09:18:00,,5.0,ios
S71377,C1650,23/04/2024 19:03,2024-04-23 19:18:00,3.0,desktop
S71378,C1109,2024-10-12 10:47:00,2024-10-12 11:51:00,2.0,mobile
S71379,C1486,2024-07-21 07:03:00,,,web
S71380,C1296,2023-09-27 15:00:00,2023-09-27 15:50:00,1.0,desktop
S71381,C1229,2023-05-10 15:41:00,,4.0,ios
S71382,C1717,26/06/2024 18:01,2024-06-26 18:32:00,5.0,ios
S71383,C1020,13/06/2023 14:27,2023-06-13 18:20:00,5.0,android app
S71384,C1263,2023-09-27 11:07:00,2023-09-27 13:27:00,2.0,desktop
S71385,C1062,2023-07-12 00:43:00,2023-07-12 04:36:00,3.0,mobile
S71386,C1161,2025-02-25 01:20:00,2025-02-25 02:56:00,1.0,web
S71387,C1358,2024-10-07 01:57:00,2024-10-07 03:32:00,10.0,desktop
S71388,C1386,02/05/2023 19:34,2023-05-02 23:10:00,5.0,ios
S71389,C1060,2023-12-02 15:21:00,2023-12-02 19:07:00,5.0,android
S71390,C1047,2023-11-02 15:13:00,2023-11-02 15:34:00,1.0,mobile
S71391,C1300,2024-07-09 16:49:00,,3.0,mobile
S71392,C1123,2023-01-01 17:18:00,2023-01-01 19:41:00,2.0,mobile
S71393,C1205,2023-07-04 15:19:00,2023-07-04 16:47:00,2.0,mobile
S71394,C1101,2023-01-25 12:10:00,2023-01-25 14:11:00,3.0,web
S71395,C1418,06/06/2024 05:32,2024-06-06 08:50:00,5.0,web
S71396,C1698,2023-11-30 00:28:00,2023-11-30 01:24:00,10.0,mobile
S71397,C1406,2023-06-17 11:20:00,2023-06-17 13:35:00,10.0,android
S71398,C1506,2023-08-18 05:00:00,2023-08-18 05:59:00,4.0,web
S71399,C1476,15/01/2024 22:08,2024-01-15 22:31:00,10.0,mobile
S71400,C1360,2024-07-03 11:04:00,2024-07-03 12:40:00,10.0,desktop
S71401,C1151,2023-11-24 11:57:00,2023-11-24 14:33:00,3.0,mobile
S71402,C1491,2023-02-27 03:12:00,2023-02-27 04:10:00,2.0,desktop
S71403,C1795,2023-12-04 05:16:00,2023-12-04 07:11:00,1.0,mobile
S71404,C1000,24/04/2024 02:05,2024-04-24 05:46:00,3.0,desktop
S71405,C1448,24/03/2024 17:32,2024-03-24 20:36:00,4.0,android
S71406,C1113,2024-04-30 21:48:00,2024-05-01 00:57:00,1.0,android app
S71407,C1159,04/03/2025 11:00,2025-03-04 12:32:00,1.0,web
S71408,C1458,2025-01-06 11:07:00,2025-01-06 13:38:00,,ios
S71409,C1589,02/08/2023 19:47,2023-08-02 22:28:00,10.0,android app
S71410,C1723,09/12/2024 03:56,2024-12-09 04:12:00,5.0,desktop
S71411,C1752,27/06/2024 20:17,,,android app
S71412,C1705,31/03/2023 16:01,2023-03-31 17:55:00,,web
S71413,C1479,2024-01-03 23:05:00,2024-01-04 01:49:00,4.0,ios
S71414,C1105,2023-10-24 03:08:00,2023-10-24 03:11:00,3.0,web
S71415,C1449,23/01/2023 22:59,2023-01-24 00:39:00,,mobile
S71416,C1440,2023-01-04 15:16:00,2023-01-04 17:06:00,,mobile
S71417,C1218,09/10/2024 01:17,2024-10-09 02:22:00,4.0,desktop
S71418,C1759,2025-01-22 11:04:00,2025-01-22 12:22:00,,ios
S71419,C1333,2023-12-06 13:37:00,,5.0,android app
S71420,C1009,10/09/2024 06:13,2024-09-10 06:29:00,5.0,android
S71421,C1420,01/03/2025 04:30,,4.0,android app
S71422,C1779,21/02/2024 22:39,2024-02-22 01:41:00,2.0,mobile
S71423,C1302,2023-05-29 12:35:00,2023-05-29 15:22:00,4.0,ios
S71424,C1182,08/08/2024 18:16,2024-08-08 21:25:00,1.0,web
S71425,C1713,03/04/2024 07:32,2024-04-03 09:37:00,3.0,web
S71426,C1469,21/04/2024 19:12,2024-04-21 21:41:00,10.0,mobile
S71427,C1161,13/02/2023 18:59,2023-02-13 19:39:00,,android
S71428,C1583,04/06/2023 21:23,2023-06-04 23:50:00,3.0,mobile
S71429,C1737,02/07/2023 06:38,2023-07-02 07:06:00,,android
S71430,C1622,19/02/2023 12:03,2023-02-19 13:27:00,2.0,android
S71431,C1024,2024-01-11 13:12:00,2024-01-11 15:28:00,4.0,android app
S71432,C1704,2024-02-26 01:28:00,2024-02-26 03:25:00,4.0,web
S71433,C1301,24/03/2023 04:19,2023-03-24 05:49:00,10.0,ios
S71434,C1215,2023-05-07 06:30:00,2023-05-07 09:16:00,3.0,android app
